,logFC,logCPM,PValue,FDR
Potri.010G150400,7.537103757,4.948687451,1.34E-23,2.64E-22
Potri.002G013400,-2.605790085,6.114074831,1.53E-23,3.01E-22
Potri.013G042700,1.290357808,8.438526318,1.65E-23,3.24E-22
Potri.005G244500,4.039946427,5.318711881,1.85E-23,3.62E-22
Potri.016G137300,1.218697594,8.149716071,1.86E-23,3.62E-22
Potri.002G098400,1.645223865,7.789820939,1.88E-23,3.66E-22
Potri.003G066400,-1.364419656,8.554609834,1.95E-23,3.78E-22
Potri.010G220500,-2.189349275,6.440659787,1.96E-23,3.78E-22
Potri.011G027300,-3.044701308,5.825296922,2.28E-23,4.41E-22
Potri.010G147200,-2.213997398,7.709028826,4.06E-23,7.82E-22
Potri.017G081000,-1.729208611,6.947011853,4.81E-23,9.23E-22
Potri.009G114600,0.877034483,9.906964223,5.64E-23,1.08E-21
Potri.002G112500,1.746106717,6.854604836,6.21E-23,1.19E-21
Potri.005G247700,-1.453419851,7.669333413,6.61E-23,1.26E-21
Potri.017G029000,-1.55379019,7.25161435,7.22E-23,1.37E-21
Potri.T155800,2.731467031,5.89292678,7.26E-23,1.38E-21
Potri.001G004600,-1.546661356,7.200769815,7.28E-23,1.38E-21
Potri.018G139800,3.123653735,5.657301234,7.54E-23,1.42E-21
Potri.001G309600,-2.221265398,6.368366895,8.01E-23,1.51E-21
Potri.014G071700,-1.764937863,6.962665543,8.09E-23,1.52E-21
Potri.008G108000,1.347841611,7.743135933,8.29E-23,1.56E-21
Potri.007G019600,1.475704887,7.351592498,8.87E-23,1.66E-21
Potri.013G014900,1.219595152,8.842359382,8.94E-23,1.67E-21
Potri.005G134600,2.144584592,6.353244403,1.35E-22,2.52E-21
Potri.016G079700,2.352523346,6.165242535,1.38E-22,2.57E-21
Potri.014G101900,1.882657966,6.631725897,1.57E-22,2.90E-21
Potri.017G106300,1.304201164,7.867713449,1.62E-22,2.99E-21
Potri.010G203500,1.172086834,8.339816791,1.73E-22,3.19E-21
Potri.014G019600,0.831337029,9.96216372,1.92E-22,3.54E-21
Potri.001G051900,1.083042611,8.597022386,2.38E-22,4.37E-21
Potri.007G026200,1.320433913,8.226990226,2.56E-22,4.69E-21
Potri.009G169900,-2.632159656,6.019957028,2.83E-22,5.16E-21
Potri.002G257700,-2.395819787,6.186070451,3.91E-22,7.12E-21
Potri.008G043900,2.59110913,6.055794156,5.02E-22,9.13E-21
Potri.003G152400,1.769625903,6.744949235,5.15E-22,9.35E-21
Potri.006G232900,-1.133870326,8.725998487,5.28E-22,9.56E-21
Potri.001G154200,-1.563471437,7.126251392,5.46E-22,9.86E-21
Potri.007G100100,-1.577699009,8.291112797,5.79E-22,1.04E-20
Potri.010G142900,2.785613746,6.05840079,6.83E-22,1.23E-20
Potri.005G228700,-2.861531685,5.833854258,7.25E-22,1.30E-20
Potri.019G067500,2.098894184,6.331407573,9.71E-22,1.74E-20
Potri.016G078300,1.171831819,8.287638693,9.75E-22,1.74E-20
Potri.001G073900,-1.378893735,7.692161649,1.03E-21,1.84E-20
Potri.T088600,1.398476587,7.452012018,1.09E-21,1.94E-20
Potri.001G061600,-2.498388972,6.05229142,1.11E-21,1.97E-20
Potri.019G090500,1.382410544,7.438531262,1.33E-21,2.36E-20
Potri.009G063100,-2.204305079,6.315663152,1.54E-21,2.71E-20
Potri.005G024800,1.63421002,7.515831043,1.56E-21,2.74E-20
Potri.008G159500,2.158191032,6.492072013,1.65E-21,2.90E-20
Potri.019G130600,2.454835696,5.991345742,1.65E-21,2.90E-20
Potri.009G140400,5.868653097,4.834021922,1.71E-21,3.00E-20
Potri.013G111500,1.629855207,6.908661702,1.75E-21,3.05E-20
Potri.014G078700,-2.458057262,6.256475402,1.85E-21,3.23E-20
Potri.001G305400,-3.896622791,5.33562124,2.04E-21,3.55E-20
Potri.003G032800,1.515313889,7.06813255,2.21E-21,3.84E-20
Potri.009G106000,2.731528846,5.780491454,2.24E-21,3.87E-20
Potri.007G027900,2.835528983,5.709330644,2.26E-21,3.91E-20
Potri.003G134500,-1.746599906,6.797139455,2.28E-21,3.93E-20
Potri.001G248100,2.039926487,6.369943903,2.58E-21,4.43E-20
Potri.013G128800,-2.6669001,5.928318418,3.02E-21,5.18E-20
Potri.014G038700,-1.222903358,8.200944492,3.06E-21,5.24E-20
Potri.016G021500,-3.313156253,5.559282107,3.60E-21,6.15E-20
Potri.006G060600,1.636683024,6.866692087,3.68E-21,6.26E-20
Potri.012G039000,1.948553799,6.453003077,3.73E-21,6.34E-20
Potri.001G167900,-1.634597416,6.924385183,4.02E-21,6.81E-20
Potri.005G024200,1.848392082,6.569391297,4.28E-21,7.24E-20
Potri.009G062800,-1.279322265,9.215908519,4.60E-21,7.76E-20
Potri.T070100,-1.397571369,7.552352036,5.14E-21,8.65E-20
Potri.019G090300,4.778673369,4.999860077,5.43E-21,9.14E-20
Potri.008G028400,1.519412082,7.039083782,6.35E-21,1.06E-19
Potri.016G002700,1.594260381,6.916806107,7.30E-21,1.22E-19
Potri.018G029400,-1.720307024,6.799887493,7.54E-21,1.26E-19
Potri.012G076700,-1.677195711,6.917950587,8.38E-21,1.40E-19
Potri.007G105700,1.339805215,7.492270667,8.56E-21,1.42E-19
Potri.010G064000,1.61412502,7.290421329,1.00E-20,1.67E-19
Potri.006G272600,-4.303425824,5.23033939,1.13E-20,1.87E-19
Potri.001G388600,-2.044437236,7.854140253,1.26E-20,2.09E-19
Potri.002G130700,-1.256601976,7.864780659,1.28E-20,2.11E-19
Potri.001G356200,3.740733852,5.253044404,1.36E-20,2.23E-19
Potri.001G140200,1.70639272,6.736776306,1.40E-20,2.30E-19
Potri.016G112400,-1.58616054,7.338230187,1.40E-20,2.30E-19
Potri.009G163800,-1.325824433,7.676180271,1.45E-20,2.38E-19
Potri.012G128100,-1.334532381,8.022187482,1.47E-20,2.39E-19
Potri.006G114800,0.884673858,9.112977663,1.56E-20,2.54E-19
Potri.001G162400,-2.192028838,6.237737219,1.75E-20,2.84E-19
Potri.011G113400,2.026065451,6.327946696,1.78E-20,2.89E-19
Potri.014G111000,1.403558653,7.232998844,1.83E-20,2.95E-19
Potri.011G114000,1.782923454,7.330166142,1.89E-20,3.05E-19
Potri.008G136200,-4.787970286,5.103355405,2.00E-20,3.22E-19
Potri.010G129200,-1.532886111,7.049336722,2.08E-20,3.35E-19
Potri.001G240600,1.890278921,6.484440419,2.10E-20,3.38E-19
Potri.002G156600,1.422687451,7.407647279,2.13E-20,3.40E-19
Potri.018G047300,-2.237185762,6.470116547,2.54E-20,4.06E-19
Potri.005G193800,3.708467777,5.229882675,2.54E-20,4.06E-19
Potri.T145400,-3.591400668,5.381850214,2.82E-20,4.48E-19
Potri.016G132700,-2.056416484,6.35055757,2.88E-20,4.58E-19
Potri.014G168900,1.599139228,7.051473304,3.35E-20,5.31E-19
Potri.017G150000,0.897700048,8.963288085,5.82E-20,9.21E-19
Potri.010G139600,-4.796038912,5.073066715,7.43E-20,1.17E-18
Potri.001G464300,-1.87640051,6.564007515,7.94E-20,1.25E-18
Potri.001G175900,-3.369194019,5.45308184,8.16E-20,1.28E-18
Potri.001G191000,-1.974696741,9.165665097,9.05E-20,1.42E-18
Potri.010G159900,-2.251303998,6.127057625,1.14E-19,1.78E-18
Potri.013G117300,-2.988602344,5.612712072,1.19E-19,1.87E-18
Potri.005G176100,-2.698267585,5.775782443,1.37E-19,2.14E-18
Potri.010G213000,-0.924190998,8.880241298,1.44E-19,2.24E-18
Potri.001G078100,-0.860157747,9.859116592,1.51E-19,2.35E-18
Potri.006G222200,1.252912251,7.743250964,1.67E-19,2.59E-18
Potri.005G040700,-2.079670623,6.266879046,2.04E-19,3.16E-18
Potri.005G150300,1.297749403,7.676830248,2.35E-19,3.64E-18
Potri.002G196200,-1.338778044,7.315475021,2.52E-19,3.88E-18
Potri.001G141700,2.270874816,6.004335826,2.69E-19,4.15E-18
Potri.001G453800,4.452512167,4.980991592,2.76E-19,4.23E-18
Potri.001G059500,4.683697931,4.911826582,2.97E-19,4.56E-18
Potri.010G111000,0.913325617,11.46828325,3.35E-19,5.13E-18
Potri.015G047100,1.03286672,8.715817942,3.43E-19,5.23E-18
Potri.011G031600,2.288418059,5.952705002,3.92E-19,5.98E-18
Potri.003G157100,-0.986431574,8.598859786,4.84E-19,7.36E-18
Potri.001G088600,-1.513181445,6.953608514,4.91E-19,7.45E-18
Potri.009G038300,1.412156803,7.462644055,5.04E-19,7.63E-18
Potri.003G111400,-1.632167144,8.622699485,5.97E-19,9.02E-18
Potri.013G086400,1.123697739,8.00695503,6.05E-19,9.13E-18
Potri.002G065600,1.790399455,6.475727223,6.96E-19,1.05E-17
Potri.010G151000,1.131370774,9.016235611,7.37E-19,1.11E-17
Potri.010G198800,-1.308795861,7.452172778,7.63E-19,1.14E-17
Potri.003G134800,-1.727794539,6.633487593,7.76E-19,1.16E-17
Potri.009G141700,2.135398779,6.529176227,8.07E-19,1.21E-17
Potri.016G052200,1.990326063,6.252394542,8.24E-19,1.23E-17
Potri.001G127600,3.428318944,5.259438226,1.10E-18,1.64E-17
Potri.006G003400,-1.308031111,7.309531713,1.25E-18,1.86E-17
Potri.006G015000,1.35013554,7.186029324,1.43E-18,2.12E-17
Potri.001G294800,2.353422328,5.876495186,1.57E-18,2.33E-17
Potri.010G042000,-1.940675062,6.353335831,1.80E-18,2.65E-17
Potri.004G141200,-1.861211389,6.533097429,1.83E-18,2.70E-17
Potri.002G145500,-5.659905155,4.819520073,1.83E-18,2.70E-17
Potri.001G268600,3.27696651,5.299959764,1.85E-18,2.71E-17
Potri.010G090700,3.223330916,5.307360553,1.85E-18,2.71E-17
Potri.006G110200,0.809528298,9.234777536,2.29E-18,3.36E-17
Potri.004G203700,1.343284389,7.146532291,2.48E-18,3.62E-17
Potri.017G000100,1.644274335,6.648596135,2.81E-18,4.10E-17
Potri.T149500,-1.232885107,8.14351712,2.83E-18,4.11E-17
Potri.015G039000,-2.509073584,5.810884296,3.28E-18,4.77E-17
Potri.010G061700,-1.941215256,6.469147966,3.36E-18,4.87E-17
Potri.011G049000,-1.292672522,7.629292622,3.43E-18,4.97E-17
Potri.012G097000,1.487174411,6.876017322,3.54E-18,5.11E-17
Potri.013G061200,1.301088406,7.636267624,4.06E-18,5.86E-17
Potri.012G091100,-1.305165379,7.534947465,4.36E-18,6.28E-17
Potri.008G132800,1.39798973,7.428214843,4.44E-18,6.38E-17
Potri.008G004300,1.322642137,7.168879664,4.63E-18,6.64E-17
Potri.016G022000,-2.341428287,5.925459221,4.79E-18,6.86E-17
Potri.009G085100,-0.958271337,10.12988419,5.08E-18,7.26E-17
Potri.014G170400,1.923892387,6.250479693,5.21E-18,7.42E-17
Potri.004G188100,-1.085927299,8.28078455,5.39E-18,7.67E-17
Potri.017G044700,1.694629575,6.540987664,5.78E-18,8.21E-17
Potri.007G090600,-1.316162078,7.224361314,5.97E-18,8.47E-17
Potri.001G232900,1.141721154,10.14698397,6.04E-18,8.55E-17
Potri.018G146200,3.674767431,5.05817389,6.48E-18,9.16E-17
Potri.019G035600,1.244719166,7.588887824,7.43E-18,1.05E-16
Potri.017G099500,2.658030343,5.599832611,7.54E-18,1.06E-16
Potri.009G008600,-3.158636904,5.40187167,7.86E-18,1.10E-16
Potri.014G036000,1.189904504,7.690461871,8.02E-18,1.12E-16
Potri.010G069000,-1.672699918,6.619197607,9.01E-18,1.26E-16
Potri.014G104200,2.68211855,5.562872708,1.06E-17,1.49E-16
Potri.002G161900,-2.429565853,5.847271012,1.15E-17,1.61E-16
Potri.001G355600,-0.956815689,8.489254301,1.24E-17,1.73E-16
Potri.006G126800,0.726375679,9.754966718,1.25E-17,1.73E-16
Potri.006G117200,-1.948447517,6.287838753,1.26E-17,1.74E-16
Potri.002G102100,2.691013634,5.519453572,1.48E-17,2.05E-16
Potri.016G074000,-5.305965838,4.839783601,1.61E-17,2.22E-16
Potri.004G029100,2.102375844,5.99829927,1.61E-17,2.23E-16
Potri.001G263900,-2.07314484,6.120896712,1.63E-17,2.24E-16
Potri.002G093100,-0.890947416,9.222516835,1.74E-17,2.39E-16
Potri.001G167100,1.487387156,6.809183222,1.97E-17,2.70E-16
Potri.001G245200,2.904709036,5.386473658,1.99E-17,2.73E-16
Potri.014G020600,-1.721652548,6.535110321,2.31E-17,3.16E-16
Potri.006G115400,-0.761856251,9.459608,2.41E-17,3.30E-16
Potri.004G106800,0.792888832,9.279383226,2.42E-17,3.30E-16
Potri.014G132600,1.819165512,6.319663357,2.46E-17,3.35E-16
Potri.006G141400,-1.684705983,6.578359492,2.59E-17,3.52E-16
Potri.003G218400,2.112916862,6.009739052,2.67E-17,3.62E-16
Potri.013G073300,-1.512736693,6.825862822,2.91E-17,3.94E-16
Potri.005G139100,-1.622458415,6.657451777,3.04E-17,4.11E-16
Potri.007G113700,1.132316302,7.806416143,3.09E-17,4.17E-16
Potri.015G003600,-1.302790482,7.854364318,3.18E-17,4.29E-16
Potri.011G070100,-1.934356785,6.248802865,3.32E-17,4.47E-16
Potri.008G075200,-1.26027109,7.504870151,3.39E-17,4.55E-16
Potri.008G032900,-1.702328656,6.531205339,3.54E-17,4.74E-16
Potri.T035400,-1.009716374,10.51814853,4.13E-17,5.52E-16
Potri.001G289500,-1.284831303,7.204561129,4.23E-17,5.64E-16
Potri.T012700,-2.090204847,6.085199238,4.31E-17,5.75E-16
Potri.018G089900,-1.905646545,6.265684771,4.98E-17,6.63E-16
Potri.008G073400,-4.517301464,4.906274073,5.11E-17,6.79E-16
Potri.010G116000,1.221662002,7.530152498,6.08E-17,8.06E-16
Potri.013G062300,3.799804369,4.924117934,6.88E-17,9.11E-16
Potri.005G206700,2.641759902,5.491801473,7.89E-17,1.04E-15
Potri.009G063300,1.915267454,6.161216278,9.25E-17,1.22E-15
Potri.004G044700,-1.168330401,7.792176818,9.43E-17,1.24E-15
Potri.013G007700,-1.364627942,7.012893399,9.60E-17,1.26E-15
Potri.001G121100,2.241953207,5.830994029,1.02E-16,1.34E-15
Potri.001G353500,1.339411568,7.226818803,1.04E-16,1.36E-15
Potri.001G245400,-1.780801506,6.397463815,1.06E-16,1.38E-15
Potri.001G016900,-2.041235267,6.092665166,1.11E-16,1.44E-15
Potri.008G149200,4.636204217,4.731774247,1.17E-16,1.53E-15
Potri.016G019700,1.850867323,6.227099661,1.24E-16,1.62E-15
Potri.006G231700,0.949612402,8.406607442,1.30E-16,1.68E-15
Potri.018G019800,1.269596816,7.537298138,1.32E-16,1.71E-15
Potri.009G030800,0.780138187,13.14760021,1.34E-16,1.74E-15
Potri.014G068900,-3.329960289,5.197496845,1.40E-16,1.81E-15
Potri.002G206100,3.771507393,4.965145668,1.51E-16,1.95E-15
Potri.006G242100,-1.273542298,7.25391724,1.57E-16,2.02E-15
Potri.019G034800,-2.02802361,6.085815851,1.78E-16,2.29E-15
Potri.012G069200,-2.08612084,6.015758334,1.87E-16,2.40E-15
Potri.010G003200,1.247631805,7.158949398,2.00E-16,2.57E-15
Potri.010G245200,1.101450266,8.431202133,2.01E-16,2.58E-15
Potri.007G111800,3.133018403,5.190953778,2.20E-16,2.81E-15
Potri.005G119200,1.160844671,7.887342606,2.39E-16,3.06E-15
Potri.012G085900,0.972686892,8.305191025,2.47E-16,3.14E-15
Potri.019G129600,-1.999707653,6.117912578,2.67E-16,3.40E-15
Potri.013G009500,-0.932117253,8.40457091,2.79E-16,3.55E-15
Potri.006G202600,-2.234954446,5.873175449,2.91E-16,3.69E-15
Potri.018G041500,-3.565637959,5.072747342,2.94E-16,3.73E-15
Potri.015G050200,-2.921512559,5.372074548,3.51E-16,4.44E-15
Potri.002G191600,1.203627712,9.048579228,3.67E-16,4.64E-15
Potri.001G471100,1.425873735,6.788939962,3.83E-16,4.82E-15
Potri.016G035200,1.525187841,6.84459542,3.87E-16,4.87E-15
Potri.004G005900,1.500959369,6.910532368,4.25E-16,5.34E-15
Potri.004G007200,4.426795851,4.709251443,4.41E-16,5.53E-15
Potri.009G149700,-2.289353317,5.815561403,4.46E-16,5.59E-15
Potri.010G063000,1.956087999,6.032603489,4.59E-16,5.74E-15
Potri.006G238500,-2.851427308,5.402412242,4.61E-16,5.75E-15
Potri.017G064100,-2.250783492,5.838041236,4.65E-16,5.79E-15
Potri.016G017500,1.010339943,8.01847113,4.87E-16,6.06E-15
Potri.012G084400,-2.137093788,5.919070765,4.95E-16,6.15E-15
Potri.013G040700,-2.090609829,5.975327806,4.96E-16,6.15E-15
Potri.001G186700,1.174170932,7.451754869,5.99E-16,7.42E-15
Potri.012G042800,-2.985736508,5.356460569,6.21E-16,7.68E-15
Potri.018G113700,1.367870696,6.880947837,6.73E-16,8.31E-15
Potri.010G222300,1.792178329,6.221848876,7.04E-16,8.68E-15
Potri.019G069300,-2.298542104,5.782878448,7.06E-16,8.69E-15
Potri.004G149100,0.789832933,8.979672551,7.25E-16,8.91E-15
Potri.001G097700,0.878120469,8.497218947,7.71E-16,9.46E-15
Potri.010G089400,2.405779918,5.58488003,7.84E-16,9.59E-15
Potri.008G065000,-3.059060734,5.294915676,8.17E-16,9.98E-15
Potri.001G175800,-3.006195397,5.30710133,8.17E-16,9.98E-15
Potri.004G033100,2.347653728,5.615882103,8.75E-16,1.07E-14
Potri.010G209900,1.0783879,8.921398105,8.80E-16,1.07E-14
Potri.005G135300,-1.451517571,6.786033683,9.49E-16,1.15E-14
Potri.009G143800,3.02108824,5.208873319,1.05E-15,1.27E-14
Potri.019G055200,-1.338476065,6.984474856,1.22E-15,1.48E-14
Potri.012G131800,2.595486412,5.425729996,1.25E-15,1.52E-14
Potri.004G144600,-4.523176205,4.815948224,1.31E-15,1.58E-14
Potri.005G235700,1.088550588,9.125644266,1.42E-15,1.71E-14
Potri.010G075600,2.679816823,5.348078318,1.42E-15,1.71E-14
Potri.005G208500,2.294545797,5.639056899,1.62E-15,1.94E-14
Potri.004G003000,-4.096709385,4.881116367,1.67E-15,2.00E-14
Potri.003G152800,-2.77632491,5.409649758,1.78E-15,2.14E-14
Potri.001G142800,-1.395953718,6.837920297,2.07E-15,2.47E-14
Potri.012G041900,1.412515124,6.740359503,2.35E-15,2.81E-14
Potri.006G053200,1.149340762,7.56447857,2.37E-15,2.82E-14
Potri.016G055300,1.839047994,6.099451474,2.44E-15,2.91E-14
Potri.015G035800,-1.592589681,6.513112142,2.50E-15,2.97E-14
Potri.004G149000,-1.093721072,9.243915645,2.54E-15,3.01E-14
Potri.006G050800,-1.463510461,7.058022431,2.63E-15,3.11E-14
Potri.010G108000,1.172661215,7.612660183,2.93E-15,3.47E-14
Potri.002G090700,1.409277128,6.745938176,2.97E-15,3.50E-14
Potri.015G049100,1.408152126,6.748103924,2.97E-15,3.50E-14
Potri.007G075700,-1.644081904,6.431794396,2.98E-15,3.51E-14
Potri.014G049600,-1.388113557,6.835100139,3.00E-15,3.53E-14
Potri.006G089700,-3.468910971,5.05919439,3.20E-15,3.76E-14
Potri.008G116500,-1.696823784,6.352018214,3.35E-15,3.93E-14
Potri.001G334500,3.553365172,4.898747673,3.46E-15,4.05E-14
Potri.014G109200,-1.887300676,6.13867566,3.60E-15,4.21E-14
Potri.006G239700,-0.984177514,8.902830259,3.84E-15,4.48E-14
Potri.002G029100,-0.978039495,8.183995248,3.96E-15,4.61E-14
Potri.001G451300,-1.618752976,6.447749457,4.02E-15,4.68E-14
Potri.004G012700,-1.929187544,6.09450226,4.09E-15,4.75E-14
Potri.006G241600,1.631303127,6.353273596,4.15E-15,4.82E-14
Potri.005G047000,1.783852106,6.162739132,4.52E-15,5.24E-14
Potri.017G000800,-1.401663295,6.788923548,4.69E-15,5.43E-14
Potri.004G102500,-1.128967166,9.706892992,4.94E-15,5.71E-14
Potri.008G151100,1.699865683,6.244288634,4.96E-15,5.72E-14
Potri.015G109800,2.20067116,5.674496279,5.13E-15,5.91E-14
Potri.012G006800,-2.178626669,5.793668394,5.63E-15,6.47E-14
Potri.001G396500,1.544460875,6.480226773,5.63E-15,6.47E-14
Potri.007G047200,2.050129306,5.847844357,5.68E-15,6.51E-14
Potri.002G168200,-1.426172262,6.741669841,5.80E-15,6.64E-14
Potri.T155100,-2.512994086,5.534190908,5.82E-15,6.65E-14
Potri.T011200,1.423101236,8.166262535,5.84E-15,6.67E-14
Potri.004G044300,3.451289955,4.936119301,6.37E-15,7.27E-14
Potri.T099900,1.845332235,6.060901234,6.46E-15,7.35E-14
Potri.006G134300,1.405831635,6.704450273,6.71E-15,7.63E-14
Potri.008G127900,1.434283428,6.660807606,7.05E-15,8.01E-14
Potri.010G239100,-1.129112221,7.408136515,7.15E-15,8.10E-14
Potri.015G003500,-3.116931697,5.15222478,7.55E-15,8.55E-14
Potri.009G152800,-0.791777606,8.771701426,7.81E-15,8.83E-14
Potri.004G212900,1.127045393,7.41353655,8.22E-15,9.28E-14
Potri.011G057000,-1.203711164,7.154442527,8.51E-15,9.60E-14
Potri.003G142100,-2.015643073,5.94368851,8.61E-15,9.67E-14
Potri.014G016500,1.956568824,5.918538357,8.61E-15,9.67E-14
Potri.008G060200,3.093295307,5.047161881,9.20E-15,1.03E-13
Potri.007G097100,-1.038883763,8.327025179,9.37E-15,1.05E-13
Potri.011G110200,-1.860848074,6.106107667,9.52E-15,1.07E-13
Potri.004G190900,-1.062357848,7.729868094,9.79E-15,1.09E-13
Potri.009G108200,1.063059052,8.07455524,1.02E-14,1.14E-13
Potri.005G077300,-1.289511805,6.958369926,1.03E-14,1.15E-13
Potri.017G145700,1.280921655,6.939437617,1.03E-14,1.15E-13
Potri.014G020700,-2.451426031,5.558219934,1.09E-14,1.21E-13
Potri.014G086300,-1.253915622,7.037482817,1.14E-14,1.26E-13
Potri.003G071700,-0.882680901,8.718001243,1.15E-14,1.27E-13
Potri.T066900,0.985821418,8.236542762,1.16E-14,1.28E-13
Potri.003G128600,0.523729504,10.77106641,1.30E-14,1.44E-13
Potri.014G162900,-1.654287935,6.379339876,1.30E-14,1.44E-13
Potri.009G008500,-2.958325266,5.228249512,1.43E-14,1.58E-13
Potri.005G026500,-1.839333042,6.096885513,1.50E-14,1.65E-13
Potri.013G112800,0.998171422,7.85773864,1.59E-14,1.75E-13
Potri.005G257900,1.311231594,7.145352822,1.67E-14,1.84E-13
Potri.005G162400,-0.771008881,8.838962608,1.70E-14,1.87E-13
Potri.010G129800,-1.490407228,6.575902197,1.88E-14,2.05E-13
Potri.012G041000,-0.938822197,8.116202653,2.13E-14,2.33E-13
Potri.004G012100,-1.509188242,6.560194285,2.15E-14,2.35E-13
Potri.004G021500,0.74568495,9.366201229,2.16E-14,2.35E-13
Potri.015G087800,-1.640707671,6.350895433,2.22E-14,2.41E-13
Potri.004G123600,1.601008775,6.334588552,2.22E-14,2.41E-13
Potri.013G120600,-2.519798671,5.443167443,2.24E-14,2.43E-13
Potri.013G041300,-1.219618464,7.069573,2.30E-14,2.49E-13
Potri.006G111600,1.166536888,7.126240284,2.30E-14,2.49E-13
Potri.003G165500,2.196735,5.645043407,2.33E-14,2.52E-13
Potri.015G100800,-1.286213856,6.936218956,2.44E-14,2.63E-13
Potri.010G241700,2.02685466,5.796017371,2.45E-14,2.64E-13
Potri.011G155600,-2.1686739,5.764692774,2.47E-14,2.66E-13
Potri.008G162000,-1.144259583,7.22143951,2.58E-14,2.77E-13
Potri.005G219800,1.148002375,7.620029124,2.72E-14,2.92E-13
Potri.016G071600,0.787628422,9.165633034,2.94E-14,3.15E-13
Potri.019G122100,1.595072462,6.342492918,2.99E-14,3.20E-13
Potri.016G134600,-1.918755008,5.98778293,3.04E-14,3.25E-13
Potri.012G032300,1.703317406,6.196187175,3.07E-14,3.28E-13
Potri.004G175400,1.223531694,6.988696987,3.13E-14,3.33E-13
Potri.007G018100,-1.35710568,6.787243343,3.18E-14,3.38E-13
Potri.009G158900,-1.266286913,7.738931533,3.24E-14,3.45E-13
Potri.004G023200,-2.785035355,5.262173989,3.25E-14,3.45E-13
Potri.005G251800,2.187955426,5.63799828,3.86E-14,4.09E-13
Potri.002G166300,3.624632283,4.747192761,3.95E-14,4.18E-13
Potri.001G393800,2.075605001,5.752464228,4.01E-14,4.24E-13
Potri.011G130400,-2.770025883,5.301069454,4.03E-14,4.26E-13
Potri.002G099800,-0.739562162,9.052753473,4.05E-14,4.27E-13
Potri.004G159800,1.472176691,6.497854205,4.18E-14,4.40E-13
Potri.013G018600,0.816340418,8.596016554,4.19E-14,4.41E-13
Potri.006G134200,1.831079272,6.004555745,4.24E-14,4.45E-13
Potri.012G047100,1.241057381,6.943013814,4.27E-14,4.47E-13
Potri.011G115700,1.336087769,6.740639962,4.33E-14,4.53E-13
Potri.003G087000,2.97565344,5.071237665,4.35E-14,4.55E-13
Potri.010G108800,1.094525453,7.264945241,4.45E-14,4.65E-13
Potri.018G069600,-1.788963956,6.13565041,4.47E-14,4.66E-13
Potri.011G047300,-1.139168248,8.098414061,4.98E-14,5.19E-13
Potri.010G170000,-1.441134833,6.605938754,5.79E-14,6.02E-13
Potri.007G146300,0.833490792,8.437049749,5.86E-14,6.08E-13
Potri.015G104800,-1.263276266,6.938464858,5.91E-14,6.13E-13
Potri.014G130100,1.191888496,7.041283251,6.29E-14,6.51E-13
Potri.004G143200,-2.551814929,5.413902729,6.54E-14,6.76E-13
Potri.019G088500,-2.130776494,5.721900548,6.56E-14,6.77E-13
Potri.001G455000,0.754344335,8.776519659,6.76E-14,6.98E-13
Potri.018G087400,-0.988630611,7.987528641,6.80E-14,7.01E-13
Potri.008G074600,-0.953262082,8.358968959,6.90E-14,7.10E-13
Potri.002G153800,1.716214262,6.106261271,6.92E-14,7.11E-13
Potri.012G127700,-1.572725745,6.402526281,7.05E-14,7.23E-13
