,logFC,logCPM,PValue,FDR
Potri.006G121200,-0.549669931,6.090655906,0.013722473,0.033035583
Potri.001G233400,0.396464519,6.932821942,0.013759546,0.033114612
Potri.016G001000,-0.749819427,5.371827155,0.013859385,0.033344602
Potri.002G075500,0.462532801,6.544166978,0.013915656,0.033469664
Potri.004G163400,0.280224652,8.32592376,0.013932263,0.033499277
Potri.009G032000,0.612894548,5.747963926,0.01398881,0.033624875
Potri.007G065600,-0.316781329,7.854209835,0.014017552,0.033673459
Potri.018G079500,-0.843141738,5.040991582,0.014017657,0.033673459
Potri.019G019700,0.58525207,5.919624666,0.014037096,0.033709776
Potri.018G089800,0.711054494,5.461334503,0.014113044,0.033871305
Potri.008G064500,-0.692093637,5.470936146,0.014113044,0.033871305
Potri.013G012500,0.560211306,6.007853879,0.01420117,0.034072324
Potri.002G061400,0.412114847,6.824037259,0.014217875,0.034101915
Potri.T067300,0.525370433,6.183941226,0.014222743,0.034103103
Potri.008G120200,0.460840998,6.483533622,0.014259282,0.03418021
Potri.005G194500,-0.358085201,7.191669915,0.014275501,0.034208573
Potri.011G097300,0.44522466,6.554794151,0.014299578,0.034255746
Potri.T137700,-0.769438663,5.267032525,0.014411887,0.03451419
Potri.009G147000,0.444066355,6.63030744,0.014644144,0.035059645
Potri.002G123600,-0.469514287,6.501561165,0.014668169,0.035103924
Potri.015G143700,0.34315453,7.426718197,0.014685722,0.035103924
Potri.001G364000,-0.35322836,7.430778047,0.014686226,0.035103924
Potri.007G114100,-0.455856847,6.573151068,0.014688085,0.035103924
Potri.013G001200,-0.626117835,5.773886165,0.014689642,0.035103924
Potri.008G145600,-0.623654078,5.767735162,0.014689642,0.035103924
Potri.013G009900,-0.522303868,6.207034044,0.014734019,0.035195345
Potri.015G027000,0.411673312,6.771469555,0.014736922,0.035195345
Potri.012G115800,0.549432587,6.111958744,0.014800877,0.035337263
Potri.003G190800,-0.344473899,7.42373129,0.014810784,0.035350096
Potri.002G247900,-0.413228933,6.846632226,0.014857755,0.035451357
Potri.010G252500,-0.80276791,5.183930955,0.014887891,0.035490693
Potri.006G229900,-0.801875623,5.173650408,0.014887891,0.035490693
Potri.005G087600,-0.752146761,5.181566845,0.014887891,0.035490693
Potri.010G011000,0.432934974,6.707701376,0.014899653,0.035507207
Potri.006G279600,0.634051185,5.66901709,0.014903923,0.035507207
Potri.T055600,-0.682885369,5.507059793,0.014991857,0.035694898
Potri.008G183400,0.664068491,5.484661851,0.014991857,0.035694898
Potri.008G040300,0.33551411,7.61154057,0.014999775,0.035702852
Potri.003G144500,0.673105457,5.584005868,0.015013975,0.035703964
Potri.010G193000,0.668841227,5.587213432,0.015013975,0.035703964
Potri.001G258000,0.658690382,5.575881224,0.015013975,0.035703964
Potri.T172500,-0.589791729,5.87096182,0.015056585,0.035794382
Potri.012G095000,-0.506067961,6.286346428,0.015081241,0.035822245
Potri.002G098000,-0.500554678,6.285173356,0.015081241,0.035822245
Potri.013G014700,0.464959268,6.503281311,0.015082084,0.035822245
Potri.014G175200,0.381077895,7.034260965,0.015161221,0.035999247
Potri.008G102700,0.514406755,6.206855996,0.01525312,0.036206431
Potri.015G141400,0.554068438,5.960569102,0.015274382,0.036245872
Potri.008G156300,-0.284985941,8.165709702,0.015289323,0.036267634
Potri.001G314200,-0.31706381,7.805244064,0.015292852,0.036267634
Potri.005G102100,0.488057887,6.360761859,0.015315081,0.036298279
Potri.005G080700,-0.483029929,6.374203609,0.015315081,0.036298279
Potri.012G022000,0.349164935,7.253623458,0.015321733,0.036303012
Potri.015G132500,-0.537166111,6.136661609,0.01535335,0.036366877
Potri.003G009700,-0.620608001,5.789760961,0.015405275,0.036478793
Potri.012G090300,0.754396096,5.293244272,0.015456279,0.036588461
Potri.016G066400,0.334778127,7.627604556,0.015475877,0.036623739
Potri.003G128200,-0.62827627,5.710691458,0.015677196,0.037088908
Potri.008G125400,-0.588830135,5.894068263,0.015731621,0.037183832
Potri.012G052500,0.584789,5.881190398,0.015731621,0.037183832
Potri.001G415200,0.575742282,5.889092936,0.015731621,0.037183832
Potri.001G087300,0.505618965,6.220170191,0.015779917,0.037286687
Potri.009G092800,0.655545102,5.606187305,0.015849242,0.03742782
Potri.001G292900,-0.643833117,5.61427013,0.015849242,0.03742782
Potri.012G092500,0.448898677,6.598012496,0.015880559,0.037490423
Potri.011G166500,-0.670198515,5.520484747,0.015893368,0.037506626
Potri.T159900,-0.471363572,6.461348185,0.015897039,0.037506626
Potri.001G209300,0.56631962,5.968316566,0.015909827,0.037525045
Potri.016G054600,0.514470516,6.142460373,0.015914468,0.037525045
Potri.016G126400,-0.303729668,8.119371563,0.016017876,0.037757459
Potri.008G107600,-0.768263202,5.206650213,0.016043103,0.0378055
Potri.001G392500,-0.338264041,7.475623608,0.016069158,0.037855461
Potri.008G168600,-0.364599555,7.127841392,0.016168732,0.038078536
Potri.005G258700,0.474663951,6.387994755,0.016261464,0.038285366
Potri.001G179200,-0.589396484,5.9112097,0.016419161,0.038633319
Potri.019G064200,-0.578678873,5.902774785,0.016419161,0.038633319
Potri.006G146800,0.361249251,7.127963199,0.016450126,0.038694505
Potri.007G047100,-0.635662698,5.727158816,0.016466976,0.038722464
Potri.009G043700,-0.569273747,6.001129665,0.016556178,0.03892049
Potri.013G158400,0.328404217,7.657498918,0.0166976,0.039231341
Potri.004G138300,-0.652042019,5.638206004,0.016703498,0.039231341
Potri.011G129700,-0.627501589,5.63371382,0.016703498,0.039231341
Potri.007G055900,-0.323428876,7.753742094,0.016709736,0.039234179
Potri.015G132600,0.705788258,5.42694179,0.016773244,0.039359599
Potri.005G063900,-0.693607229,5.439173554,0.016773244,0.039359599
Potri.005G256000,0.451745556,6.547410232,0.016786719,0.039379372
Potri.004G093600,0.346132714,7.256574388,0.016810121,0.039387553
Potri.006G181900,-0.677577106,5.544292037,0.01681693,0.039387553
Potri.001G078700,0.663433198,5.521508299,0.01681693,0.039387553
Potri.T051300,-0.657509702,5.537196843,0.01681693,0.039387553
Potri.004G208500,-0.402500702,6.832076999,0.016820505,0.039387553
Potri.018G062300,0.402265537,6.825506388,0.016820505,0.039387553
Potri.010G041100,-0.269800684,8.48133271,0.01708898,0.040004216
Potri.018G151300,0.479809215,6.330821484,0.017099346,0.040016472
Potri.010G013100,-0.426734874,6.635355529,0.017112298,0.04003477
Potri.006G265600,0.6119625,5.729686883,0.017272849,0.040386158
Potri.013G083400,0.607452073,5.73763723,0.017272849,0.040386158
Potri.004G196500,-0.292655785,8.13891819,0.017406666,0.040686843
Potri.015G139800,0.245534534,8.688167231,0.017415188,0.040694567
Potri.001G135200,-0.416744065,6.783139068,0.017477832,0.040828718
Potri.002G059700,-0.629032125,5.661003943,0.017576225,0.041033989
Potri.005G118800,0.627882058,5.641006257,0.017576225,0.041033989
Potri.005G004900,-0.356990163,7.164883967,0.01759588,0.041067582
Potri.004G015900,0.700256726,5.349082787,0.017636455,0.041128161
Potri.015G085700,0.574539612,5.834761823,0.017637654,0.041128161
Potri.017G071700,0.572962218,5.836457149,0.017637654,0.041128161
Potri.015G096300,0.498070226,6.182944312,0.017648165,0.041140372
Potri.002G165900,-0.649338588,5.561082077,0.017761897,0.041393127
Potri.012G096600,-0.317690582,7.755512953,0.017776308,0.041414338
Potri.013G144700,-0.691287848,5.460309036,0.01779578,0.041447323
Potri.001G416600,-0.379924188,6.984619584,0.017807067,0.04146123
Potri.001G327800,-0.76654562,5.136416651,0.017850876,0.041550829
Potri.015G033700,0.276946126,8.239429397,0.017886651,0.041610713
Potri.012G106100,-0.347166884,7.171108935,0.017887272,0.041610713
Potri.001G418400,0.389981197,6.853802296,0.017905314,0.041640266
Potri.004G229900,-0.322763344,7.649457454,0.01800025,0.04184857
Potri.009G036700,0.592516749,5.756284632,0.018094402,0.042054927
Potri.001G007800,-0.441946816,6.517169602,0.018209008,0.042308688
Potri.003G067800,0.503209246,6.202285859,0.018242334,0.042373497
Potri.006G128200,-0.325777328,8.118674088,0.018339577,0.042586692
Potri.010G083200,-0.257428594,8.490155422,0.018396727,0.042706688
Potri.019G128900,-0.569812052,5.864516844,0.018409159,0.042722832
Potri.005G099400,0.519437001,6.120041161,0.01844736,0.042789281
Potri.001G107200,0.722564631,5.243905987,0.018459735,0.042789281
Potri.002G084100,-0.715385081,5.261608147,0.018459735,0.042789281
Potri.005G260300,-0.713022282,5.266523003,0.018459735,0.042789281
Potri.007G037800,0.612268543,5.663053453,0.018466908,0.042793193
Potri.005G163500,0.768095668,7.564891644,0.018483476,0.042818864
Potri.006G053300,-0.405296603,6.812059782,0.018634538,0.043155998
Potri.010G144900,-0.476338733,6.374713055,0.018681171,0.043251153
Potri.001G369600,-0.708830559,5.382057307,0.018770133,0.043418456
Potri.001G142400,-0.682670539,5.38450504,0.018770133,0.043418456
Potri.018G102400,0.672096478,5.366987802,0.018770133,0.043418456
Potri.006G082300,-0.280755091,8.421688094,0.018821923,0.043525347
Potri.001G091000,0.362363823,7.07150959,0.018968234,0.043850689
Potri.001G218700,0.247540408,8.714813197,0.019127414,0.044205579
Potri.001G219200,0.460343371,6.385442967,0.019220871,0.044408411
Potri.013G072600,0.497836124,6.227797635,0.019454154,0.044934085
Potri.014G036400,-0.311741681,7.73970953,0.019508005,0.045045126
Potri.014G174400,0.33530832,7.32295688,0.019588071,0.045216619
Potri.015G122400,-0.344393417,7.215083384,0.019675833,0.045405569
Potri.001G080400,-0.327728099,7.415508891,0.019681568,0.045405569
Potri.006G149800,0.627208327,5.588784104,0.019713449,0.045463708
Potri.006G123100,0.714982498,5.277769249,0.019718426,0.045463708
Potri.001G449100,-0.45977557,6.479141106,0.01975593,0.045536718
Potri.002G237500,0.582229266,5.786044685,0.019782889,0.045571923
Potri.007G027700,-0.577765801,5.801005924,0.019782889,0.045571923
Potri.013G071900,-0.794386938,5.051972319,0.019850635,0.04570099
Potri.016G110200,-0.779504479,5.070639441,0.019850635,0.04570099
Potri.010G250000,-0.33556166,7.546683005,0.019888218,0.045774005
Potri.010G192800,-0.683787996,5.400787233,0.019931466,0.045846487
Potri.007G147300,-0.680724352,5.403330889,0.019931466,0.045846487
Potri.012G089700,0.531454443,6.065476712,0.01994368,0.045847541
Potri.001G059900,-0.52031849,6.08079325,0.01994368,0.045847541
Potri.002G069500,0.354867984,7.096031515,0.019957732,0.045866326
Potri.008G150000,-0.277509206,8.232223184,0.020006477,0.045964807
Potri.003G092300,-0.370112646,6.97430515,0.020028827,0.046002607
Potri.013G039500,-0.492126664,6.248877894,0.0200715,0.046087047
Potri.019G053800,-0.322851651,7.615025168,0.020118471,0.046181304
Potri.001G367400,0.397307014,6.773599362,0.020217681,0.046395384
Potri.013G007300,-0.599905785,5.711197011,0.02030008,0.046557078
Potri.002G256700,0.584101092,5.709286625,0.02030008,0.046557078
Potri.014G091800,0.415318636,6.635906681,0.020417478,0.04681256
Potri.002G079200,-0.735826182,5.187614544,0.020611265,0.047242982
Potri.012G091900,0.391928012,6.779428791,0.020643061,0.047291828
Potri.014G053000,-0.568898139,5.825795818,0.020648997,0.047291828
Potri.010G153400,0.52466813,6.085302824,0.020650765,0.047291828
Potri.018G046500,-0.616956217,5.635874944,0.02071874,0.047433571
Potri.014G141000,-0.529709124,6.002919586,0.020791716,0.047572714
Potri.014G140200,0.52685721,5.993631422,0.020791716,0.047572714
Potri.009G159200,-0.29615443,7.885624708,0.020978149,0.04798521
Potri.001G200700,-0.642200104,5.53522015,0.021005633,0.048033989
Potri.T060200,0.499662587,6.174663015,0.021072519,0.048172817
Potri.010G205400,-0.673875158,5.423922333,0.021119409,0.048265864
Potri.005G033100,0.594617411,5.731402354,0.021241542,0.048530763
Potri.008G053800,0.340133312,7.184391496,0.021290556,0.048628502
Potri.006G087100,-0.477437846,6.274603892,0.021328298,0.048700446
Potri.001G151800,0.268177782,8.245201179,0.021441918,0.048945555
Potri.010G195800,-0.568181919,5.841009658,0.021529134,0.049130264
Potri.001G373700,0.528960082,6.007059062,0.021559154,0.04917
Potri.008G010600,0.524323364,6.008628822,0.021559154,0.04917
Potri.018G022100,-0.344843789,7.194262226,0.021618307,0.049290499
Potri.002G155300,-0.342377004,7.622985603,0.021734501,0.049540943
Potri.006G043700,-0.398704593,8.816455724,0.021832076,0.049748815
Potri.011G117000,-0.333728119,7.25930187,0.021845731,0.049760009
Potri.001G282900,-0.420861748,6.671558263,0.021849748,0.049760009
Potri.011G149100,0.377315594,6.873221477,0.021860005,0.049768838
Potri.012G128300,-0.324977953,7.413345089,0.021878953,0.049797443
Potri.010G186900,-0.475144817,6.283384154,0.021967447,0.049984272
Potri.010G126200,0.342568443,7.135660244,0.021994479,0.050031185
Potri.002G257900,-0.467119089,6.371117841,0.022046149,0.050134099
Potri.004G228800,-0.628945916,5.558383824,0.022120276,0.050273354
Potri.005G204800,0.628439522,5.535881842,0.022120276,0.050273354
Potri.014G053700,0.580764424,5.750402898,0.022198908,0.050437367
Potri.006G235200,-0.241559907,9.080201659,0.022253809,0.050547383
Potri.008G199200,0.241390307,8.596324124,0.022265025,0.050558135
Potri.006G204900,-0.682219827,5.452518543,0.022332923,0.050682804
Potri.010G126700,0.658944505,5.439104002,0.022332923,0.050682804
Potri.018G086700,0.273446517,8.125982102,0.022355019,0.050718193
Potri.001G197900,-0.260580594,8.331471503,0.022373914,0.050740603
Potri.015G030600,0.384573221,6.81952444,0.022377907,0.050740603
Potri.006G080900,-0.425451339,6.535911133,0.022412739,0.050804813
Potri.011G025500,-0.561813903,5.850053428,0.022422893,0.050813064
Potri.006G222900,0.481789239,6.20309399,0.022434524,0.050824655
Potri.006G241900,-0.474983939,6.296673733,0.022613562,0.051200518
Potri.004G229800,-0.474681389,6.302476945,0.022613562,0.051200518
Potri.004G185100,-0.373617518,6.897328635,0.022696613,0.051373645
Potri.010G089700,-0.502512091,6.13075791,0.022827193,0.051654222
Potri.014G043100,-0.311390721,7.707100295,0.022923947,0.051858118
Potri.016G058300,0.503062372,6.04915944,0.023124757,0.052287688
Potri.009G089300,0.484257047,6.219590041,0.023127247,0.052287688
Potri.016G124900,-0.295044973,8.168040463,0.023137594,0.052295924
Potri.018G113200,-0.445605532,6.469254881,0.023161722,0.052320137
Potri.001G278500,0.431476027,6.4680392,0.023161722,0.052320137
Potri.016G099200,-0.421204533,6.625525838,0.023198035,0.052371829
Potri.001G142100,-0.41939279,6.624734036,0.023198035,0.052371829
Potri.007G088300,0.639753024,5.563540226,0.023255919,0.052487317
Potri.006G122700,0.359738139,6.970835065,0.023314246,0.052603737
Potri.017G113600,-0.720016329,5.250519842,0.023519019,0.053050419
Potri.004G233800,0.322814456,7.358697532,0.023531444,0.053063099
Potri.T060100,-0.697337129,5.362831615,0.023679767,0.053335889
Potri.010G174000,0.680256797,5.356941236,0.023679767,0.053335889
Potri.006G132600,-0.674530243,5.362342437,0.023679767,0.053335889
Potri.002G018000,-0.651232972,5.367570683,0.023679767,0.053335889
Potri.008G052100,0.434079455,6.480343946,0.023746709,0.053471226
Potri.002G028700,0.322365863,7.528846578,0.023782826,0.053537098
Potri.009G015800,-0.601998104,5.690087987,0.023845,0.053632444
Potri.008G069900,-0.598467516,5.68046433,0.023845,0.053632444
Potri.003G104000,-0.790969224,5.019143465,0.02384581,0.053632444
Potri.010G110700,-0.422608445,6.567772827,0.024065742,0.054111499
Potri.009G169000,0.528133634,5.976448217,0.024158757,0.054304988
Potri.004G226300,0.240046334,8.585125585,0.024311855,0.054624561
Potri.019G054200,-0.497020191,6.166213276,0.024321936,0.054624561
Potri.004G084800,0.483683433,6.160071176,0.024321936,0.054624561
Potri.010G089800,0.37199156,7.89480544,0.024377342,0.054733237
Potri.015G000500,-0.485371728,6.254994557,0.024535238,0.055071902
Potri.004G160400,0.457132125,6.32609113,0.024592214,0.055168037
Potri.014G129900,0.449100393,6.336059051,0.024592214,0.055168037
Potri.001G156100,-0.330738417,7.256863318,0.024650041,0.055281863
Potri.003G102900,0.390213344,6.794806869,0.024760955,0.055514645
Potri.002G246300,0.275868077,8.035090955,0.024792775,0.055570012
Potri.T151400,0.631299065,5.482348661,0.024832568,0.055643215
Potri.001G374100,0.5798145,5.691294067,0.024921785,0.055795041
Potri.001G213800,0.578775746,5.690500833,0.024921785,0.055795041
Potri.002G168700,-0.576225339,5.704098789,0.024921785,0.055795041
Potri.002G069900,-0.509859995,5.997123464,0.025026053,0.056012401
Potri.005G231100,0.682951731,5.378963057,0.025057543,0.056050712
Potri.007G131500,-0.65379437,5.397777229,0.025057543,0.056050712
Potri.014G056600,0.562718935,5.797015166,0.025161423,0.056266943
Potri.017G045100,-0.547391935,5.902855989,0.025181888,0.056296567
Potri.T059700,-0.463310914,6.265124167,0.025250154,0.056433009
Potri.009G115500,0.331449347,7.20695991,0.02554836,0.05708313
Potri.T055700,-0.610140881,5.618540778,0.025587042,0.057136825
Potri.019G054300,-0.598496553,5.626434473,0.025587042,0.057136825
Potri.T066800,0.385197235,6.812453479,0.025727843,0.057434795
Potri.001G304100,0.4823721,6.181651311,0.025849705,0.057690329
Potri.015G062700,-0.522670521,6.011497538,0.025903866,0.057794667
Potri.018G133400,-0.319869681,7.277021417,0.026009228,0.05797604
Potri.019G072800,0.583278762,5.715792567,0.02601489,0.05797604
Potri.001G048700,-0.577125549,5.730477403,0.02601489,0.05797604
Potri.008G097500,0.564000729,5.712895169,0.02601489,0.05797604
Potri.013G126300,0.533067695,5.921357922,0.026126141,0.058190719
Potri.001G332700,0.522864943,5.922790016,0.026126141,0.058190719
Potri.015G010200,0.53531036,5.821142776,0.026177424,0.058288297
Potri.003G216400,0.31687868,7.565482682,0.026362709,0.058684112
Potri.016G088200,-0.439931423,6.452564821,0.026433121,0.058807286
Potri.014G018900,-0.436555005,6.451197129,0.026433121,0.058807286
Potri.015G133400,-0.652951934,5.406112385,0.026461821,0.058813444
Potri.009G014500,0.649917067,5.410300835,0.026461821,0.058813444
Potri.T120300,-0.643904001,5.410679651,0.026461821,0.058813444
Potri.001G090600,-0.332932124,7.164820881,0.02646605,0.058813444
Potri.005G257000,-0.585253539,5.639190031,0.026780969,0.059496315
Potri.002G139900,0.391964125,6.693682986,0.026946923,0.059847949
Potri.003G217200,-0.336900567,7.115396848,0.026993317,0.059933923
Potri.004G004200,0.436831473,6.459778378,0.027082047,0.060113821
Potri.005G001300,-0.37098277,6.847443181,0.027201679,0.06033937
Potri.015G138600,-0.36719121,6.847739956,0.027201679,0.06033937
Potri.004G131800,-0.538853974,5.849117644,0.027206867,0.06033937
Potri.004G168500,-0.325781296,7.180101813,0.027242,0.060400113
Potri.015G131300,0.463143085,6.217598901,0.027408818,0.060752708
Potri.010G001100,0.562714114,6.134702687,0.027554815,0.061058965
Potri.014G074700,0.62890528,5.420949644,0.027891341,0.061787122
Potri.014G115600,0.326326728,7.235459369,0.027938413,0.061873828
Potri.010G192400,-0.697651183,5.217847429,0.028050843,0.06209846
Potri.004G158300,0.307496543,7.459837782,0.028055766,0.06209846
Potri.005G187900,0.666331724,5.318529719,0.028126814,0.062202763
Potri.009G078600,0.655720042,5.318512557,0.028126814,0.062202763
Potri.006G061500,0.651644686,5.319792004,0.028126814,0.062202763
Potri.001G107500,0.447476205,6.313864963,0.028178569,0.062299558
Potri.010G120500,0.450654018,6.226929522,0.028199612,0.062328414
Potri.007G085700,-0.5596387,5.765059572,0.028247654,0.062416912
Potri.007G144800,0.417235518,6.485256186,0.028395369,0.06272554
Potri.017G055500,0.344803797,7.398548147,0.028518898,0.062980578
Potri.016G081300,-0.397791415,6.649540814,0.028669349,0.063277002
Potri.014G195700,-0.390914438,6.649238646,0.028669349,0.063277002
Potri.008G118000,0.360238631,6.869499276,0.028702478,0.0633322
Potri.010G249700,0.598468091,5.551525588,0.028748644,0.063416127
Potri.011G049900,0.343153141,7.070897305,0.028977235,0.063902301
Potri.014G057300,0.245797825,8.653075835,0.028989261,0.063910751
Potri.009G044500,0.360745028,6.878408576,0.029208498,0.06436877
Potri.014G067300,0.565319022,5.667457109,0.029221771,0.06436877
Potri.005G045600,-0.55907886,5.680204973,0.029221771,0.06436877
Potri.017G111500,0.391748011,6.658750538,0.029263286,0.064442018
Potri.006G131500,-0.308014761,7.545972362,0.029350916,0.064616749
Potri.006G009000,-0.285621647,7.990769795,0.029374652,0.064650758
Potri.002G031000,-0.554467807,5.788440541,0.029386136,0.064657789
Potri.001G055300,0.323840885,7.150062097,0.029470603,0.064825353
Potri.004G175900,-0.254232941,8.231078461,0.029535721,0.064950274
Potri.008G159800,-0.443342165,6.34821118,0.02968166,0.065252803
Potri.010G128200,-0.656180101,5.343753573,0.029721766,0.065321378
Potri.001G398100,-0.380068898,6.743538342,0.029737976,0.065321378
Potri.013G085600,-0.378960493,6.747128752,0.029737976,0.065321378
Potri.007G011200,0.335688711,7.025218076,0.029774926,0.065371429
Potri.015G061900,0.673939222,5.216115041,0.029802559,0.065371429
Potri.001G008400,0.457835914,6.255338939,0.029802667,0.065371429
Potri.017G092400,-0.455812925,6.266649583,0.029802667,0.065371429
Potri.004G121400,-0.454440694,6.258619612,0.029802667,0.065371429
Potri.003G166400,0.29261907,7.680052958,0.029833911,0.065421564
Potri.005G073300,0.253604333,8.335224109,0.029842549,0.065422113
Potri.011G168600,0.39488094,6.666310785,0.029861057,0.065444294
Potri.018G105300,-0.583315714,5.586095392,0.030094576,0.065937555
Potri.002G128700,0.427007391,6.431360664,0.030138688,0.066015661
Potri.010G191300,-0.287243892,8.317809707,0.030169906,0.066065488
Potri.001G208200,0.526241469,5.887040435,0.030371175,0.066487556
Potri.019G116600,0.413473142,6.51484883,0.030402298,0.066499698
Potri.010G012800,0.408931899,6.51734537,0.030402298,0.066499698
Potri.003G168800,0.408876149,6.519793522,0.030402298,0.066499698
Potri.016G059300,0.476325412,6.08103599,0.030439885,0.066563247
Potri.005G240700,-0.385979411,6.680622619,0.030462583,0.066566939
Potri.010G204300,-0.38479209,6.680133632,0.030462583,0.066566939
Potri.001G163400,-0.563254356,5.693357385,0.030467176,0.066566939
Potri.010G211000,0.444944047,6.263655701,0.030614532,0.066870162
Potri.008G197600,0.300927962,7.433325587,0.030720911,0.067083737
Potri.003G041000,-0.62365765,5.480151546,0.030821208,0.067265088
Potri.019G081200,0.603130529,5.473401824,0.030821208,0.067265088
Potri.005G113600,0.486495936,6.00026684,0.031014617,0.067668255
Potri.018G076200,-0.383799147,6.692921576,0.031067784,0.067765302
Potri.001G116500,0.403339473,6.524288306,0.031080674,0.067774463
Potri.017G099100,-0.368877613,6.838709461,0.031137246,0.067859882
Potri.015G126800,0.357033863,6.835208101,0.031137246,0.067859882
Potri.003G067000,0.428670587,6.360097085,0.031208915,0.067997078
Potri.003G071200,-0.299996475,7.341496776,0.031313985,0.068138232
Potri.002G002200,0.649903164,5.371809076,0.031343587,0.068138232
Potri.011G117500,-0.649376216,5.379136555,0.031343587,0.068138232
Potri.007G095800,0.648570166,5.360781371,0.031343587,0.068138232
Potri.009G056600,0.646600435,5.36277936,0.031343587,0.068138232
Potri.004G078800,-0.645465642,5.386477113,0.031343587,0.068138232
Potri.015G127200,-0.640660833,5.37385616,0.031343587,0.068138232
Potri.006G088100,-0.629015828,5.372893222,0.031343587,0.068138232
Potri.012G076200,0.598761371,5.597213366,0.031459249,0.068351572
Potri.016G120100,-0.570572076,5.603754626,0.031459249,0.068351572
Potri.015G025700,0.451732982,6.196429558,0.031499913,0.068420863
Potri.011G070900,-0.305502759,7.29294213,0.031548416,0.068507139
Potri.012G144800,-0.700915571,5.264017196,0.031586526,0.068551727
Potri.015G138100,0.670827184,5.248052046,0.031586526,0.068551727
Potri.004G052300,0.492955585,6.01224588,0.03202318,0.069480056
Potri.005G005400,-0.27501435,7.881869036,0.032061174,0.069543148
Potri.001G453900,-0.265803512,8.020858012,0.032292911,0.070005447
Potri.004G051100,0.343380011,6.926897154,0.032301573,0.070005447
Potri.009G110800,0.470460025,6.112705406,0.032317297,0.070005447
Potri.009G056400,0.605075974,5.497479085,0.032319182,0.070005447
Potri.012G048600,0.589843777,5.495859438,0.032319182,0.070005447
Potri.018G030700,0.181398986,9.550645257,0.032366433,0.070088334
Potri.013G041400,-0.251102269,8.260127165,0.032428119,0.070202422
Potri.009G028000,-0.523857433,5.935141141,0.032539487,0.070404437
Potri.015G136600,0.507139108,5.924342742,0.032539487,0.070404437
Potri.005G234500,-0.31270968,7.537403061,0.032551326,0.070410522
Potri.008G132500,0.333886,7.068594799,0.032585745,0.070460608
Potri.010G207600,-0.290514141,7.76780309,0.032592548,0.070460608
Potri.001G207100,0.289917856,7.795778564,0.0326295,0.070520948
Potri.019G116900,-0.583488667,5.618973589,0.032841767,0.070920759
Potri.T030600,0.575591293,5.615152567,0.032841767,0.070920759
Potri.003G113300,0.564148982,5.62063401,0.032841767,0.070920759
Potri.001G303000,0.523853545,5.833721605,0.032883153,0.070951201
Potri.T064300,0.522971234,5.825725664,0.032883153,0.070951201
Potri.007G081000,-0.521773628,5.841936283,0.032883153,0.070951201
Potri.014G071200,0.604564323,5.39285995,0.032990756,0.071163688
Potri.002G139700,0.49543068,6.032386234,0.033041202,0.071213423
Potri.014G197200,0.490253698,6.025485722,0.033041202,0.071213423
Potri.009G041400,0.484530785,6.031424344,0.033041202,0.071213423
Potri.012G022100,0.384360567,6.636035769,0.033088124,0.071277396
Potri.017G100000,0.434372253,6.303695835,0.033089161,0.071277396
Potri.015G066000,0.398225683,6.555476391,0.033142458,0.071372493
Potri.009G058500,0.253642422,8.326985998,0.033388361,0.071882202
Potri.018G107000,0.642763373,5.271787675,0.033400739,0.071889007
Potri.016G133400,0.234160951,9.197970995,0.033435344,0.071943479
Potri.002G043500,-0.706572876,5.163465326,0.033453718,0.071943479
Potri.002G261000,-0.693013328,5.173419517,0.033453718,0.071943479
Potri.010G218600,0.199167123,9.46481846,0.033484449,0.071989719
Potri.005G245800,-0.37835295,6.727932108,0.033523801,0.072054463
Potri.005G206300,-0.419492322,6.41241191,0.033542328,0.072074424
Potri.001G219100,-0.37612079,7.498477648,0.03359678,0.072171545
Potri.008G063600,-0.499392721,5.945387426,0.033639957,0.072224516
Potri.011G049500,-0.498745107,5.947956609,0.033639957,0.072224516
Potri.002G073200,0.591733409,5.525026493,0.033837651,0.07262897
Potri.T156000,0.483411999,6.045278801,0.034068343,0.073076338
Potri.010G031000,-0.482290499,6.049309821,0.034068343,0.073076338
Potri.009G040600,0.526295698,5.844177143,0.034074185,0.073076338
Potri.016G129900,0.455303286,6.148269561,0.03422727,0.073333831
Potri.002G103400,-0.575597455,5.651341947,0.034241258,0.073333831
Potri.005G095300,0.565971945,5.643324265,0.034241258,0.073333831
Potri.004G040900,0.55312199,5.642296089,0.034241258,0.073333831
Potri.011G071400,0.542001761,5.636656861,0.034241258,0.073333831
Potri.004G111900,0.281411013,7.748700494,0.034271658,0.073378791
Potri.002G097200,-0.419182751,6.41809315,0.034330856,0.073485366
Potri.013G064400,-0.21953072,8.894007736,0.034479157,0.073782559
Potri.008G053000,-0.286107915,7.706972707,0.034605812,0.074033279
Potri.003G188400,0.633127313,5.418552118,0.034661801,0.074112403
Potri.011G168300,0.628615874,5.417589605,0.034661801,0.074112403
Potri.014G167800,-0.48246394,5.966953602,0.034750739,0.074281739
Potri.007G056100,-0.436225019,6.341282501,0.034769568,0.074281739
Potri.006G140400,-0.424145189,6.337901365,0.034769568,0.074281739
Potri.005G040800,-0.344068542,6.974726664,0.034948448,0.074643455
Potri.001G241800,-0.375784791,6.673160756,0.035067498,0.074877221
Potri.001G257100,-0.641819388,5.32503134,0.035243258,0.075231914
Potri.002G065400,-0.576437625,5.551801471,0.03537551,0.075472914
Potri.004G050900,0.574874018,5.536618584,0.03537551,0.075472914
Potri.012G080800,0.540580609,5.764822757,0.035599071,0.075929109
