,logFC,logCPM,PValue,FDR
Potri.006G114700,-1.625153018,6.074678405,1.68E-11,3.05E-10
Potri.004G021500,1.431947794,9.345375923,1.86E-11,3.38E-10
Potri.006G248300,2.294064992,6.181331821,1.95E-11,3.53E-10
Potri.007G116100,1.379802191,7.063223963,1.96E-11,3.53E-10
Potri.006G072900,1.431068367,6.504671931,2.17E-11,3.91E-10
Potri.001G148700,-1.449136101,6.580095126,2.36E-11,4.24E-10
Potri.013G116400,2.232909214,5.435930372,2.47E-11,4.41E-10
Potri.019G100000,2.708809931,7.601394204,2.51E-11,4.49E-10
Potri.007G091100,2.556835059,5.162926326,2.57E-11,4.58E-10
Potri.002G090600,1.823544718,5.958040123,2.79E-11,4.95E-10
Potri.001G112600,2.872341715,6.517566304,2.86E-11,5.07E-10
Potri.006G173600,-1.644299046,6.28867722,3.24E-11,5.73E-10
Potri.002G260300,-1.603511195,6.080608788,3.44E-11,6.07E-10
Potri.014G094200,1.458290409,6.324293024,3.62E-11,6.36E-10
Potri.009G003400,2.287765683,5.337177363,3.76E-11,6.59E-10
Potri.012G005100,-1.69382982,5.964932498,3.89E-11,6.81E-10
Potri.007G114400,2.242386222,5.382801473,3.94E-11,6.87E-10
Potri.013G021300,1.853090711,6.040613536,4.01E-11,6.98E-10
Potri.017G050200,2.419107125,5.818684071,4.09E-11,7.10E-10
Potri.008G186000,-1.623614254,6.067258432,4.36E-11,7.56E-10
Potri.001G398800,1.390098873,7.011082984,4.38E-11,7.58E-10
Potri.003G034200,1.678359629,7.510502051,4.40E-11,7.59E-10
Potri.006G243600,-1.602694426,7.910931172,4.41E-11,7.60E-10
Potri.001G008400,1.461126193,6.727226275,4.45E-11,7.63E-10
Potri.001G041800,1.35642483,7.097108859,4.48E-11,7.67E-10
Potri.019G055200,-1.954451373,7.396106798,4.67E-11,7.98E-10
Potri.017G141900,-2.464449176,5.19803357,4.97E-11,8.47E-10
Potri.007G138100,1.602341325,6.090329564,5.16E-11,8.78E-10
Potri.001G371800,1.602782429,6.074019608,5.19E-11,8.81E-10
Potri.008G121900,1.673708311,5.98955135,5.36E-11,9.07E-10
Potri.001G289700,1.693168083,5.958740716,5.95E-11,1.00E-09
Potri.008G059200,1.362027358,7.296709572,6.13E-11,1.03E-09
Potri.016G035200,2.090852523,5.573655946,6.45E-11,1.08E-09
Potri.002G222700,-1.512665444,6.820074863,6.49E-11,1.09E-09
Potri.T100000,-1.857888013,8.738909152,7.07E-11,1.18E-09
Potri.012G022100,1.84347775,5.766780465,7.23E-11,1.20E-09
Potri.009G095400,2.210234685,7.78866566,7.23E-11,1.20E-09
Potri.016G021300,-1.646775406,5.999785507,7.31E-11,1.22E-09
Potri.002G090700,1.788055813,7.193649168,7.80E-11,1.29E-09
Potri.012G089300,-1.715359805,5.871862255,7.99E-11,1.32E-09
Potri.001G431300,-2.998339666,4.849481701,8.03E-11,1.33E-09
Potri.002G191600,1.845793952,5.717989586,8.30E-11,1.37E-09
Potri.017G048900,1.674033919,5.952599794,9.08E-11,1.49E-09
Potri.015G098400,1.45399732,7.384712782,9.29E-11,1.52E-09
Potri.005G083400,-2.677536514,5.026200403,9.50E-11,1.55E-09
Potri.015G060100,-2.599202088,5.03099871,9.50E-11,1.55E-09
Potri.014G040300,-1.291449584,7.067171167,1.04E-10,1.69E-09
Potri.009G135300,2.051219542,5.503210583,1.08E-10,1.76E-09
Potri.001G439600,-2.485725462,5.070751417,1.12E-10,1.81E-09
Potri.005G037600,1.570456367,6.059793629,1.18E-10,1.90E-09
Potri.006G203200,1.528075175,7.058763281,1.18E-10,1.91E-09
Potri.015G019800,-1.308581181,6.925278209,1.19E-10,1.91E-09
Potri.010G228600,1.719144958,7.075342243,1.23E-10,1.98E-09
Potri.003G131300,-1.301593573,7.078986876,1.26E-10,2.02E-09
Potri.013G072200,1.554999799,7.915348967,1.29E-10,2.07E-09
Potri.006G074900,-1.744197278,5.837617438,1.35E-10,2.16E-09
Potri.014G136600,1.441598118,6.352425029,1.37E-10,2.18E-09
Potri.002G140300,1.34375406,6.892389305,1.54E-10,2.45E-09
Potri.003G139000,1.440837468,8.541965326,1.66E-10,2.63E-09
Potri.006G068100,-1.61187814,5.976936605,1.68E-10,2.65E-09
Potri.017G000300,-1.317535164,6.527602305,1.70E-10,2.68E-09
Potri.006G199100,-2.102852062,5.385233662,1.80E-10,2.83E-09
Potri.003G150700,-1.71090445,5.852215321,1.89E-10,2.97E-09
Potri.008G047300,1.427441062,7.52401696,1.97E-10,3.08E-09
Potri.006G267700,-1.56074098,8.079107131,2.15E-10,3.36E-09
Potri.001G004600,-1.315922853,7.214357434,2.24E-10,3.49E-09
Potri.T007000,1.720273825,5.80398795,2.29E-10,3.57E-09
Potri.019G116300,1.57555495,7.769927312,2.32E-10,3.60E-09
Potri.004G149500,-2.354306911,5.146826585,2.40E-10,3.73E-09
Potri.T088600,1.66468197,7.461064402,2.48E-10,3.83E-09
Potri.007G119100,-2.882990698,4.818727843,2.55E-10,3.93E-09
Potri.008G032900,-1.266802169,6.902915074,2.73E-10,4.21E-09
Potri.003G125000,-2.258900865,5.237567197,2.74E-10,4.21E-09
Potri.001G102400,2.915855111,6.206878533,2.79E-10,4.28E-09
Potri.018G111000,2.568391397,4.994978234,2.84E-10,4.34E-09
Potri.017G058400,1.376473267,7.44005923,3.16E-10,4.83E-09
Potri.013G061800,-1.318888255,7.140724577,3.17E-10,4.83E-09
Potri.010G216200,-1.63438929,5.916123154,3.20E-10,4.86E-09
Potri.005G193600,1.581290216,10.38763552,3.47E-10,5.26E-09
Potri.017G051700,1.414437275,8.304508877,3.59E-10,5.44E-09
Potri.002G064000,-1.387740299,7.886255747,3.67E-10,5.55E-09
Potri.002G144600,1.261862721,7.065612733,3.83E-10,5.77E-09
Potri.007G090400,1.698323035,6.295942252,3.94E-10,5.93E-09
Potri.T161800,-1.761787719,7.636319478,4.07E-10,6.10E-09
Potri.010G153400,2.482953494,5.494959271,4.27E-10,6.40E-09
Potri.004G233500,-2.26913806,5.218911436,4.55E-10,6.80E-09
Potri.001G068200,2.067250439,6.537009625,4.58E-10,6.83E-09
Potri.002G203500,-1.769065426,5.701830516,4.62E-10,6.88E-09
Potri.002G125400,2.140703776,5.358210218,4.78E-10,7.11E-09
Potri.012G098900,-1.284422934,6.470673883,4.85E-10,7.18E-09
Potri.004G172200,1.389709639,6.599460715,5.11E-10,7.56E-09
Potri.001G407900,2.483841586,5.022860802,5.62E-10,8.30E-09
Potri.005G158400,1.54300117,6.165237381,5.65E-10,8.32E-09
Potri.007G126700,1.561829575,6.059477121,5.76E-10,8.48E-09
Potri.007G031100,-1.822551016,5.600691712,5.80E-10,8.51E-09
Potri.007G099400,1.359027215,6.342616323,5.81E-10,8.51E-09
Potri.006G175500,1.734633299,5.756899104,5.99E-10,8.75E-09
Potri.018G104900,1.578028569,6.718021472,6.09E-10,8.89E-09
Potri.006G226900,-1.387703587,6.45423168,6.35E-10,9.24E-09
Potri.T100100,-1.552612142,8.988058341,6.43E-10,9.34E-09
Potri.015G073200,-1.489156283,6.063139912,6.73E-10,9.76E-09
Potri.016G126700,-1.383972257,6.226273231,6.86E-10,9.92E-09
Potri.014G028900,-1.962685181,5.49250339,6.91E-10,9.98E-09
Potri.009G051200,-1.989264256,5.454258016,7.22E-10,1.04E-08
Potri.T124000,-2.250077163,5.178645999,7.23E-10,1.04E-08
Potri.006G017700,2.781963265,5.594521043,7.30E-10,1.05E-08
Potri.008G122100,2.099611725,5.347774466,7.78E-10,1.11E-08
Potri.001G064600,-1.542761814,6.025725592,8.03E-10,1.15E-08
Potri.009G054800,1.784643247,8.044858754,8.16E-10,1.16E-08
Potri.019G027000,-2.595794116,4.95034721,8.42E-10,1.20E-08
Potri.004G140800,-1.560138791,5.950424057,8.64E-10,1.23E-08
Potri.003G173100,1.454431971,7.792510862,9.10E-10,1.29E-08
Potri.013G127300,-1.307573266,7.376079124,9.43E-10,1.33E-08
Potri.006G022500,1.54824182,5.991551412,1.00E-09,1.41E-08
Potri.014G114700,-1.336118697,8.224270242,1.02E-09,1.44E-08
Potri.014G043500,-2.389978483,5.051176773,1.06E-09,1.49E-08
Potri.001G036900,-1.412848988,6.162995781,1.06E-09,1.49E-08
Potri.008G161600,-1.635196209,5.876563657,1.14E-09,1.60E-08
Potri.007G063300,-1.922160811,5.444620696,1.15E-09,1.61E-08
Potri.009G116400,-1.244927131,9.732965516,1.16E-09,1.61E-08
Potri.005G251600,2.428026893,5.40320367,1.21E-09,1.68E-08
Potri.003G080100,1.577142837,5.928631535,1.25E-09,1.73E-08
Potri.014G089700,2.755778625,5.890544165,1.31E-09,1.82E-08
Potri.010G109500,1.692933704,6.481412341,1.40E-09,1.94E-08
Potri.010G047000,1.454547665,6.588803579,1.40E-09,1.94E-08
Potri.019G124400,1.808612426,5.588415584,1.43E-09,1.97E-08
Potri.001G321800,2.070072102,6.270686648,1.45E-09,1.99E-08
Potri.009G116600,-2.435058272,6.522162845,1.51E-09,2.07E-08
Potri.001G431000,-1.86425532,5.541248459,1.54E-09,2.11E-08
Potri.001G025100,-1.410689574,6.154772462,1.55E-09,2.12E-08
Potri.016G033200,-1.228313124,6.553042297,1.63E-09,2.23E-08
Potri.008G027600,-1.950468459,5.420491074,1.84E-09,2.51E-08
Potri.008G191800,1.585146984,5.856820487,1.88E-09,2.56E-08
Potri.005G258400,1.272423296,8.394768843,2.03E-09,2.75E-08
Potri.017G119600,1.308195249,6.900313369,2.03E-09,2.75E-08
Potri.014G041600,1.210930483,6.627634754,2.05E-09,2.78E-08
Potri.002G014300,1.30225004,7.019289807,2.06E-09,2.78E-08
Potri.014G143200,2.285487854,6.99587723,2.07E-09,2.79E-08
Potri.018G102000,-2.169329873,5.220518239,2.08E-09,2.80E-08
Potri.018G026400,1.4055618,7.652131305,2.20E-09,2.96E-08
Potri.017G111000,-1.674135459,9.184720955,2.24E-09,3.01E-08
Potri.004G138300,-1.379762337,7.405926905,2.29E-09,3.07E-08
Potri.008G038200,-1.214428822,6.714895716,2.53E-09,3.37E-08
Potri.017G108800,1.667807575,8.619520019,2.53E-09,3.37E-08
Potri.013G023200,2.370146993,5.574161427,2.60E-09,3.46E-08
Potri.013G078500,2.456245751,5.757330124,2.65E-09,3.53E-08
Potri.007G008200,1.657006455,5.742898638,2.98E-09,3.95E-08
Potri.T091700,-1.165771299,6.649855564,2.99E-09,3.95E-08
Potri.006G130300,-1.154333629,6.664212913,2.99E-09,3.95E-08
Potri.008G069600,-2.70523158,4.772008753,3.11E-09,4.10E-08
Potri.006G200300,-1.307327183,6.271416087,3.35E-09,4.41E-08
Potri.007G135400,-1.76592763,5.55128636,3.49E-09,4.58E-08
Potri.001G148600,1.378577138,6.788671898,3.61E-09,4.73E-08
Potri.009G129900,2.324182399,5.713983903,3.64E-09,4.76E-08
Potri.013G156300,-1.50495369,5.934847188,3.76E-09,4.92E-08
Potri.T156000,1.828125078,5.516041676,3.78E-09,4.93E-08
Potri.013G062400,1.891128508,11.58872418,4.03E-09,5.25E-08
Potri.006G128200,1.679935248,6.784829183,4.05E-09,5.26E-08
Potri.010G107500,1.4595476,8.844480937,4.15E-09,5.39E-08
Potri.017G028100,1.404992517,7.821155607,4.33E-09,5.61E-08
Potri.003G099600,-1.227870938,6.420894306,4.51E-09,5.82E-08
Potri.014G091800,-1.223364609,6.419379443,4.51E-09,5.82E-08
Potri.004G231500,-2.448516278,4.952107875,4.68E-09,6.03E-08
Potri.004G033600,-1.564103036,5.805252978,4.81E-09,6.19E-08
Potri.017G115100,-1.217730767,6.773515658,5.17E-09,6.63E-08
Potri.001G268500,1.884107896,6.481712763,5.65E-09,7.24E-08
Potri.012G091400,-1.511187104,6.249829499,5.95E-09,7.61E-08
Potri.007G021300,3.058051468,6.267026946,6.35E-09,8.10E-08
Potri.005G084700,1.842882636,5.473039962,6.39E-09,8.14E-08
Potri.009G113600,-1.159786143,6.832936772,6.62E-09,8.42E-08
Potri.002G014700,1.32854145,8.16993639,6.70E-09,8.50E-08
Potri.009G099800,-1.142413948,6.940876962,7.49E-09,9.50E-08
Potri.013G083300,-1.171636625,6.490530293,7.52E-09,9.51E-08
Potri.009G011700,1.410217139,6.070119264,7.85E-09,9.92E-08
Potri.015G035500,-2.311227101,4.937557508,7.90E-09,9.96E-08
Potri.013G062200,1.924129362,6.144806562,8.33E-09,1.05E-07
Potri.001G004100,-1.73708118,5.528020422,8.43E-09,1.06E-07
Potri.012G044900,-1.242839269,7.891368133,8.65E-09,1.08E-07
Potri.010G164400,1.214486785,6.937869368,8.67E-09,1.09E-07
Potri.002G128700,1.278854441,8.190275783,8.72E-09,1.09E-07
Potri.008G080800,1.141923386,7.150492931,8.79E-09,1.10E-07
Potri.001G366200,-2.026632362,5.222357377,8.84E-09,1.10E-07
Potri.005G240700,1.895478787,7.318755523,9.00E-09,1.12E-07
Potri.005G108900,-1.581616668,5.967429642,9.09E-09,1.13E-07
Potri.017G141600,-1.360070276,6.078168222,9.34E-09,1.16E-07
Potri.018G109100,1.308951425,8.128970365,9.88E-09,1.22E-07
Potri.011G150800,-1.358252087,6.111616198,9.96E-09,1.23E-07
Potri.005G204200,1.249163805,6.32171198,1.02E-08,1.26E-07
Potri.007G131300,-1.47074642,5.934709749,1.06E-08,1.30E-07
Potri.013G120700,1.151111145,6.967370343,1.15E-08,1.41E-07
Potri.006G020500,-1.89303483,7.22257919,1.15E-08,1.41E-07
Potri.003G035400,1.894205855,5.379031561,1.16E-08,1.42E-07
Potri.015G035800,-1.82968658,5.37568795,1.16E-08,1.42E-07
Potri.003G148000,-1.734652082,5.553291526,1.18E-08,1.44E-07
Potri.014G082100,-1.436525542,6.101920454,1.19E-08,1.45E-07
Potri.017G028200,1.168584418,6.861938749,1.26E-08,1.54E-07
Potri.006G255700,2.298411282,6.092017527,1.32E-08,1.61E-07
Potri.001G064100,-1.414256095,6.316628867,1.36E-08,1.65E-07
Potri.018G100500,1.755760896,5.808170877,1.39E-08,1.68E-07
Potri.001G249600,-1.564127098,8.677318466,1.43E-08,1.72E-07
Potri.007G052500,2.203060421,5.877562688,1.57E-08,1.89E-07
Potri.002G158200,-1.313245933,6.183907982,1.57E-08,1.89E-07
Potri.001G131500,1.737599192,5.635680125,1.58E-08,1.90E-07
Potri.017G096000,-1.273904175,6.219637211,1.62E-08,1.95E-07
Potri.008G030600,2.095148488,7.066483142,1.64E-08,1.96E-07
Potri.001G124200,1.620027482,5.642260718,2.00E-08,2.39E-07
Potri.001G352300,-1.699646322,5.50642021,2.02E-08,2.41E-07
Potri.007G026400,1.453195473,6.67585114,2.06E-08,2.45E-07
Potri.002G168700,-1.52708749,5.720458652,2.10E-08,2.50E-07
Potri.004G172000,1.273624104,6.177884095,2.24E-08,2.66E-07
Potri.016G112300,-1.616196171,5.596368737,2.25E-08,2.66E-07
Potri.003G083200,1.88811627,7.763962606,2.30E-08,2.73E-07
Potri.001G058100,1.223354195,7.351754483,2.38E-08,2.81E-07
Potri.001G168000,-2.076629177,5.101019334,2.42E-08,2.85E-07
Potri.001G367500,1.141379334,6.716961307,2.49E-08,2.93E-07
Potri.010G114600,1.231176494,6.448645384,2.58E-08,3.03E-07
Potri.T060900,1.183487155,6.828367395,2.69E-08,3.16E-07
Potri.005G232700,-1.273508795,9.125445233,2.77E-08,3.25E-07
Potri.001G112200,-1.124966769,7.009468893,2.81E-08,3.28E-07
Potri.006G219800,1.340718659,6.050336775,2.82E-08,3.29E-07
Potri.010G250600,1.419139979,6.254942758,2.84E-08,3.31E-07
Potri.012G060300,-1.385159282,5.938035635,2.87E-08,3.34E-07
Potri.003G020400,-1.814309813,9.722451038,2.89E-08,3.36E-07
Potri.018G127100,-1.301786837,6.671509907,2.90E-08,3.36E-07
Potri.019G124600,1.494022516,6.796602312,2.90E-08,3.36E-07
Potri.006G021600,1.348280655,6.353515744,2.98E-08,3.45E-07
Potri.004G069000,-1.427298119,5.868362327,3.04E-08,3.51E-07
Potri.017G096100,-1.7890892,5.551156359,3.07E-08,3.54E-07
Potri.008G116500,2.030667379,8.280606116,3.08E-08,3.55E-07
Potri.003G120000,-1.267300705,6.170975006,3.18E-08,3.66E-07
Potri.007G069600,-1.116448661,6.474338081,3.21E-08,3.69E-07
Potri.011G134700,1.166106223,8.685525052,3.29E-08,3.77E-07
Potri.010G035500,1.430762269,6.051281534,3.36E-08,3.85E-07
Potri.002G230000,-1.324530906,6.068942057,3.47E-08,3.96E-07
Potri.016G021800,-1.905083314,5.222630546,3.50E-08,3.99E-07
Potri.T070000,1.378718296,8.373615819,3.69E-08,4.20E-07
Potri.007G050600,1.113787833,7.226003345,3.80E-08,4.32E-07
Potri.001G287500,-1.420373833,5.889413677,3.86E-08,4.38E-07
Potri.005G053000,-1.205095621,6.257809771,3.96E-08,4.48E-07
Potri.002G057700,1.450054966,6.522976311,4.23E-08,4.78E-07
Potri.T029500,-1.383091939,6.47095401,4.28E-08,4.83E-07
Potri.007G105600,-1.130809866,6.434502705,4.51E-08,5.09E-07
Potri.004G174100,1.083710062,7.135270346,4.72E-08,5.31E-07
Potri.006G134300,1.634598712,6.633336875,4.88E-08,5.48E-07
Potri.008G146700,1.086731904,6.551912555,4.89E-08,5.48E-07
Potri.017G141400,-1.208726083,6.353629375,4.96E-08,5.56E-07
Potri.007G019600,1.314359181,6.061280365,4.97E-08,5.56E-07
Potri.001G365600,1.267275301,7.509483566,5.70E-08,6.37E-07
Potri.001G148900,2.018975007,7.440372222,5.76E-08,6.43E-07
Potri.008G117300,-1.276994489,6.575629482,5.89E-08,6.56E-07
Potri.008G007000,2.039430758,5.079691064,6.36E-08,7.07E-07
Potri.018G022400,1.154034028,8.755622395,6.44E-08,7.15E-07
Potri.005G215600,-2.20742327,4.910993758,6.46E-08,7.16E-07
Potri.017G150500,-1.224994687,6.18711547,6.50E-08,7.19E-07
Potri.019G002100,-2.162666484,4.957115153,6.53E-08,7.22E-07
Potri.006G067300,1.645204303,5.668096118,6.58E-08,7.25E-07
Potri.016G086300,1.180218024,6.267218998,6.58E-08,7.25E-07
Potri.004G231700,-1.085452969,6.501797868,6.78E-08,7.46E-07
Potri.007G040400,-1.332335795,7.896098633,6.85E-08,7.52E-07
Potri.010G199600,1.473048036,5.776012991,6.88E-08,7.54E-07
Potri.002G173900,2.021052285,7.63073588,7.00E-08,7.67E-07
Potri.009G141600,-1.744646362,5.334407312,7.03E-08,7.68E-07
Potri.014G081000,1.269162754,6.089329922,7.35E-08,8.02E-07
Potri.007G089000,1.389807128,7.133813772,7.48E-08,8.15E-07
Potri.008G145500,-1.193609024,7.420171994,7.69E-08,8.36E-07
Potri.018G114700,1.610328863,5.556152344,7.85E-08,8.52E-07
Potri.008G004300,1.310618066,6.880535565,7.91E-08,8.58E-07
Potri.009G115400,1.480012949,5.734446183,7.92E-08,8.58E-07
Potri.018G116300,-1.150474101,6.80739253,7.96E-08,8.61E-07
Potri.010G159800,1.258913375,7.078296334,8.22E-08,8.88E-07
Potri.005G232800,-1.407078094,5.868172821,8.23E-08,8.88E-07
Potri.015G065400,1.18410691,8.345089851,8.45E-08,9.10E-07
Potri.006G100500,-1.314063266,8.834674017,8.78E-08,9.44E-07
Potri.017G095900,-1.368367273,5.90800346,8.82E-08,9.47E-07
Potri.003G194700,-1.600570887,5.536344098,8.86E-08,9.49E-07
Potri.005G207000,-1.15894406,7.254164027,9.02E-08,9.65E-07
Potri.005G256100,-1.690687697,5.354292013,9.97E-08,1.06E-06
Potri.004G085400,-1.41796065,11.02179925,9.98E-08,1.06E-06
Potri.T113500,-1.975276868,5.059888253,1.03E-07,1.09E-06
Potri.001G407800,1.163115091,6.883598678,1.06E-07,1.12E-06
Potri.007G027400,-1.233697663,7.230623827,1.06E-07,1.12E-06
Potri.001G345300,2.178638368,5.865972172,1.08E-07,1.14E-06
Potri.018G036700,1.459627941,9.158302759,1.10E-07,1.16E-06
Potri.006G099900,1.337254902,6.645369108,1.14E-07,1.21E-06
Potri.005G162300,1.440140981,5.730261146,1.17E-07,1.24E-06
Potri.014G150200,-1.242118462,6.523597098,1.18E-07,1.25E-06
Potri.008G160600,-1.521832124,5.646540594,1.20E-07,1.26E-06
Potri.002G223700,-1.252493108,6.094807828,1.25E-07,1.32E-06
Potri.013G074400,-1.826256312,5.226478946,1.30E-07,1.36E-06
Potri.T012700,-1.072825646,6.627186742,1.30E-07,1.36E-06
Potri.015G031200,1.125971909,8.908695082,1.30E-07,1.36E-06
Potri.004G159300,-1.567750598,5.525207494,1.34E-07,1.40E-06
Potri.004G032200,-1.049102107,6.930219753,1.34E-07,1.40E-06
Potri.012G094800,-1.080879672,6.436579836,1.35E-07,1.40E-06
Potri.005G108500,1.01824884,6.742129781,1.35E-07,1.41E-06
Potri.010G066600,1.826891201,5.298412169,1.42E-07,1.47E-06
Potri.018G058600,1.217868352,7.371350153,1.42E-07,1.47E-06
Potri.005G025800,-1.046600462,6.504410782,1.44E-07,1.49E-06
Potri.012G007800,-1.254963233,6.806507911,1.44E-07,1.49E-06
Potri.003G134200,1.138988971,6.404695535,1.48E-07,1.53E-06
Potri.001G272800,-1.043547561,6.881320371,1.50E-07,1.54E-06
Potri.017G098200,-1.242832248,6.112294242,1.50E-07,1.55E-06
Potri.011G154200,-1.526356594,5.577845053,1.56E-07,1.61E-06
Potri.006G115400,-1.059131455,9.047899028,1.61E-07,1.65E-06
Potri.002G172900,1.402293909,5.804227149,1.62E-07,1.66E-06
Potri.003G154600,-1.715940661,5.307004541,1.70E-07,1.74E-06
Potri.012G012500,-1.615157615,5.452962895,1.70E-07,1.74E-06
Potri.008G220600,-1.559865813,5.535035794,1.78E-07,1.82E-06
Potri.006G022000,-1.164463527,6.208607648,1.79E-07,1.83E-06
Potri.006G221000,1.74935803,5.270939461,1.87E-07,1.90E-06
Potri.005G168700,1.095383228,8.307180343,1.97E-07,2.00E-06
Potri.010G115300,-1.128368956,6.327540975,2.00E-07,2.03E-06
Potri.010G239100,1.116231931,6.324559793,2.00E-07,2.03E-06
Potri.005G248100,1.088166269,12.02017482,2.11E-07,2.14E-06
Potri.006G133200,1.185215892,6.184741799,2.12E-07,2.15E-06
Potri.018G114800,1.252183537,8.475824646,2.13E-07,2.15E-06
Potri.018G092900,-1.682367377,5.360966022,2.14E-07,2.16E-06
Potri.010G191300,1.293883873,6.275022275,2.18E-07,2.20E-06
Potri.014G025200,1.127772061,6.81789561,2.22E-07,2.23E-06
Potri.012G006400,-1.190484446,7.720590003,2.32E-07,2.33E-06
Potri.003G117400,1.220457863,6.144613227,2.47E-07,2.47E-06
Potri.014G102300,1.531767744,5.923728313,2.68E-07,2.69E-06
Potri.008G103900,-1.36575664,5.757412336,2.75E-07,2.75E-06
Potri.007G031500,-1.301444307,5.924425654,2.76E-07,2.75E-06
Potri.010G171500,-1.138544784,7.147618588,2.80E-07,2.79E-06
Potri.006G263600,-1.03494996,6.543111478,2.81E-07,2.80E-06
Potri.016G092800,-2.242409306,4.803856086,2.87E-07,2.85E-06
Potri.007G140500,1.14674366,7.189606075,3.00E-07,2.98E-06
Potri.002G189200,-1.274679902,6.322298193,3.12E-07,3.10E-06
Potri.001G319100,1.088806967,6.338512141,3.18E-07,3.15E-06
Potri.001G051900,1.137951037,8.717486333,3.43E-07,3.39E-06
Potri.004G003800,0.998352513,7.000211454,3.56E-07,3.51E-06
Potri.007G113900,1.715195931,5.317159709,3.66E-07,3.61E-06
Potri.008G117100,1.194090769,6.539949278,3.69E-07,3.63E-06
Potri.003G150800,-1.170533301,7.50153595,3.77E-07,3.70E-06
Potri.019G091300,-1.098312306,6.314562537,3.77E-07,3.70E-06
Potri.014G081700,-1.107004112,6.276983272,3.88E-07,3.80E-06
Potri.003G165500,-1.600264695,5.409901044,3.93E-07,3.85E-06
Potri.006G006000,-1.247953756,5.968434174,4.04E-07,3.95E-06
Potri.002G100900,0.977345783,6.771462085,4.10E-07,4.00E-06
Potri.017G144500,1.184903302,6.22772235,4.10E-07,4.00E-06
Potri.004G152300,-1.149462756,6.166569256,4.11E-07,4.00E-06
Potri.015G086800,-1.058975024,6.358620378,4.19E-07,4.08E-06
Potri.004G127400,1.061806186,6.717972718,4.23E-07,4.11E-06
Potri.010G024200,-1.433478283,5.657934886,4.31E-07,4.18E-06
Potri.015G120100,-1.033022934,6.442632395,4.41E-07,4.27E-06
Potri.014G073000,-1.563606754,5.471950343,4.57E-07,4.42E-06
Potri.010G059400,-1.539166665,5.480608084,4.57E-07,4.42E-06
Potri.007G085600,1.281510853,6.177093727,4.62E-07,4.46E-06
Potri.001G079900,-1.411372129,5.716971099,4.66E-07,4.48E-06
Potri.004G234100,-1.374637682,5.718699632,4.66E-07,4.48E-06
Potri.014G196900,1.268063197,5.945121965,4.76E-07,4.57E-06
Potri.004G068800,-1.21223182,7.781822347,4.77E-07,4.58E-06
Potri.002G121400,1.047759565,9.452451979,4.78E-07,4.58E-06
Potri.010G189600,1.116168701,6.41291294,4.84E-07,4.64E-06
